content
suka banget aplikasi banding kenapa makin kesini banyak ketemu driver marah marah terus banyak ramah padahal minta itu tunggu menit sudah protes demonstrasi tidak sekali marah sampai agak trauma jadi ganti aplikasi lain mungkin lebih edukasi para drivernya
aplikasi gojek bagus cuma driver nya kaya nama promo apa konsumen pakai driver cepat ambil order mentang mentang konsumen pakai promo yang sedia gojek malah abai lama menit kali driver malah batal saja sopan sangat kecewa langgan
bukan gimana makin kesini makin susah buat cari driver pakai fitur ekstra baru dapet driver kalau ekstra mana mahal banget gak mampu pesan drivernya cancel terus bikin malas pakai gojek
drivernya banyak malas alas terlalu jauh macet bilang gapapa tunggu ken cancel pernah driver yang tidak mau jemput tapi tidak mau cancel alas gak cancel
untuk manajemen gojek layan sepeda motor mitra sangat bagus cepat untuk layan mobil mitra buruk order nunggu lama nunggu beres order belum malah batal yang juga batal dapat alas jemput jauh kalau memang niat cari uang akan alas itu mohon ditindaklanjuti seperti
diskon ongkir gojek plus kok turun dari ribu jadi ribu padahal langgan januari mending pindah grab aja sama sama ribu pilih restoran ada diskon ongkirnya jauh lebih banyak grab semua restoran grab unlimitednya gojek cuma sedikit gojek plus itu kalau pindah lokasi antar restoran belum dapat gojek plus jadi hilang jadi dapat super partner
buruk biasa drivernya chat duluan baru langgan balas chat dapat driver chat terus tiba tiba batal konfirmasi lebih sekarang yang chat duluan chat balas nunggu lama tetap ada jelas driver nya tidak gerak padahal tidak macet sama sekali
driver seringkali batal order padahal jarak dekat kadang kali kena cancel itu driver lokasi jauh kadang jarak jemput bisa sampai km moga driver sedia jemput jarak jauh makin banyak lancar pihak manajemen sedikit masuk langgan tiap hari rutin guna ojek online beri diskon harga lebih jangkau banding langgan biasa
gojek ya masalah peta baru saya input sesuai alamat kok jalan di aplikasi malah masuk rumah belah kasihan drivernya jadi nyasar putar alamat salah alamat tuju jauh perhati alamat rute bukan masalah sepele
baru kali order langsung kali rencana mau pesan driver akhir ulang pas dua kali tetap tidak dapat akhir batal beberapa menit kemudian dapat telepon driver kalau sampai titik jemput langsung driver maaf sistem memang down saya salah bingung banget pas dapat jadi begini
cukup bantu saat pergi butuh makan malas keluar kurang harga cukup mahal sering driver sesuai di aplikasi beda orang beda kendara pakai seragam gojek pakai jaket biasa lusuh pakai sandal jepit hujan tertib drivernya kalah gojek hijau belah yang lebih tertib
masalah sering jadi sedia fitur verifikasi satu kali pas ganti kode pin lalu email dong kalau nomor handphonenya aktif lupa kode pin baik pakai email lah kirim verifikasi satu kali email ganti kode pin ini masalah banyak orang lapor cuma gitugitu aja layan buruk padahal lampir pakai e kartu tanda duduk foto selfie pegang kartu tanda duduk tidak sesuai syarat padahal gopay sudah goplus dengar ini masalah banyak orang
gak maju harus pihak gojek mitra mal kait parkir biar drivernya perlu minta uang tambah banyak oknum driver minta uang tambah alas parkir lebih lebih uang parkir minta guna tidak perlu bohong itu selalu beri tip justru bohong itu jadi makin malas baik depan
cukup kecewa gocar order gocar hemat selalu batal driver driver sampai kali batal jadi tunggu lama gilir pakai gocar prioritas langsung apa guna gocar hemat seperti
baru kali driver terima pesan langsung jalan jadi nego chat dulu biar kasih tambah uang baru jalan makan waktu banyak lagi kalau tempat jemput jauh tidak tahu pihak gojek terlalu banyak ambil bagi driver bagaimana tapi kurang nyaman ada untuk hindar jadi tiga kali saya mau pakai aplikasi dulu terima kasih
aplikasi bagus sekarang kalau mau cari driver suka lama padahal buru buru kadang lokasi driver terlalu jauh driver suka tiba tiba cancel kabar walaupun pakai fitur prioritas tetap tidak baik banyak driver sekitar kenapa cari drivernya sangat lama juga pernah dapat driver tiba tiba marah tidak ramah
